Colby at Ohio~1 Bed, 1 Bath~1~600~2,995~2,995~https://colbyatohio.wisemanresidential.com/floorplans/1-beds%2c-1-baths~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Butler Eighteen~2 Beds, 2 Baths~5~~3,395~3,395~https://butlereighteen.wisemanresidential.com/floorplans/2-bedroom-2-bathroom~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Brockton Townhomes~3 Beds, 2.5 Baths~1~1,450~4,595~4,595~https://brocktontownhomes.wisemanresidential.com/floorplans/3-beds%2c-2.5-baths~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Colby Missouri~3 Beds, 3 Baths~2~~4,945~4,945~https://colbymissouri.wisemanresidential.com/floorplans/3-bedroom%2c-3-bath~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Kelton Madera~3 Beds, 3 Baths~3~~5,145~5,145~https://keltonmadera.wisemanresidential.com/floorplans/3-bedroom%2c-3-bath~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Louisiana Glen~NONE~~~~~~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Fox Hills Dr~3 Beds, 3 Baths~1~1,494~5,195~5,195~https://foxhillsdr.wisemanresidential.com/floorplans/3-bedroom%2c-3-bath~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Santa Monica Federal~3 Beds, 3 Baths~1~1,410~4,995~4,995~https://santamonicaatfederal.wisemanresidential.com/floorplans/3-beds%2c-3-baths~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Colby Townhomes~4 Beds, 2.5 Baths~1~1,800~4,995~4,995~https://colbytownhomes.wisemanresidential.com/floorplans/four-bedroom-%e2%80%93-two-and-a-half-bathrooms~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Colby Townhomes~5 Beds, 4 Baths~1~2,000~6,095~6,095~https://colbytownhomes.wisemanresidential.com/floorplans/5-beds%2c-4-baths~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Colby West~1 Bed, 1 Bath~1~700~2,495~2,495~https://colbywest.wisemanresidential.com/floorplans/1-beds%2c-1-baths~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Purdue Point~NONE~~~~~~
Overland Century~2 Beds, 2 Baths~1~1,000~3,295~3,295~https://overlandcentury.wisemanresidential.com/floorplans/two-bedroom-two-bathroom---a~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Ohio Sawtelle~1 Bed, 1 Bath~2~700~2,495~3,395~https://ohiosawtelle.wisemanresidential.com/floorplans/1bed-1bath~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Purdue Ohio~3 Beds, 3 Baths~3~~4,995~4,995~https://purdueohio.wisemanresidential.com/floorplans/three-bedroom-three-bathroom---a~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
McClellan Corner~2 Beds, 2 Baths~1~950~3,495~3,495~https://mcclellancorner.wisemanresidential.com/floorplans/two-bedroom-two-bathroom---ac~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Santa Monica Breeze~2 Beds, 2 Baths~1~955~4,300~4,299~https://santamonicabreeze.wisemanresidential.com/floorplans/2-bedroom-2-bathroom~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
605 Barrington~1 Bed, 1 Bath~1~1,000~2,750~3,195~https://605barrington.wisemanresidential.com/floorplans/one-bedroom-one-bathroom~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Darlington Legacy~2 Beds, 2 Baths~1~1,059~4,995~4,995~https://darlingtonlegacy.wisemanresidential.com/floorplans/lexington~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Darlington Home~2 Beds, 2 Baths~2~~3,495~3,495~https://darlingtonhome.wisemanresidential.com/floorplans/two-bedroom-two-bathroom~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
West Idaho~3 Beds, 2.5 Baths~2~~4,495~4,495~https://westidaho.wisemanresidential.com/floorplans/3-beds%2c-2.5-baths~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Century City Icon~2 Beds, 1 Bath~1~843~3,445~3,445~https://centurycityicon.wisemanresidential.com/floorplans/two-bedroom-one-bath---a~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Century City Icon~2 Beds, 2 Baths~1~1,127~4,045~4,045~https://centurycityicon.wisemanresidential.com/floorplans/two-bedroom-two-bath---a~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Selby Venti~4 Beds, 4 Baths~1~1,706~6,295~5,995~https://selbyventi.wisemanresidential.com/floorplans/eagle~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Selby Venti~5 Beds, 5 Baths~1~1,787~6,595~6,595~https://selbyventi.wisemanresidential.com/floorplans/jack~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Goshen Bundy~1 Bed, 1 Bath~2~~2,895~2,895~https://goshenbundy.wisemanresidential.com/floorplans/one-bedroom-one-bathroom~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Granville Elegance~2 Beds, 2 Baths~4~1,020~3,695~3,695~https://granvilleelegance.wisemanresidential.com/floorplans/two-bedroom-two-bathroom~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Granville Elegance~1 Bed, 1 Bath~2~570~2,795~2,795~https://granvilleelegance.wisemanresidential.com/floorplans/one-bedroom-one-bathroom~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Granville Elegance~2 Beds, 1.5 Baths~1~~2,695~2,695~https://granvilleelegance.wisemanresidential.com/floorplans/two-bedroom-one-half-bathroom-townhome~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Gretna Green Harlow~NONE~~~~~~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Gorham Fourteen~1 Bed, 1 Bath~1~~2,595~2,595~https://gorhamfourteen.wisemanresidential.com/floorplans/one-bedroom-one-bathroom~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Gretna Green Tinos~2 Beds, 2 Baths~2~~3,995~3,995~https://gretnagreentinos.wisemanresidential.com/floorplans/two-bedroom-two-bathroom~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Goshen Eighteen~Studio, 1 Bath~1~350~1,805~1,805~https://gosheneighteen.wisemanresidential.com/floorplans/the-glen---studio~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Goshen Eighteen~2 Beds, 2 Baths~2~1,050~3,395~3,395~https://gosheneighteen.wisemanresidential.com/floorplans/the-alex---two-bedroom-two-bathroom~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Montana View~2 Beds, 2 Baths~1~1,100~4,895~4,195~https://montanaview.wisemanresidential.com/floorplans/two-bedroom-two-bathroom~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Mayfield Hall~2 Beds, 2 Baths~1~1,800~3,895~4,295~https://mayfieldhall.wisemanresidential.com/floorplans/2bed-2bath~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Blackburn Beverly~2 Beds, 2 Baths~1~940~3,800~3,995~https://blackburnbeverly.wisemanresidential.com/floorplans/2bed-2bath~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Kiowa Grand~2 Beds, 2 Baths~1~1,100~3,450~3,450~https://kiowagrand.wisemanresidential.com/floorplans/2-bedroom%2c-2-bathroom~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Kiowa Hollow~1 Bed, 1 Bath~2~~2,205~2,205~~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Blackburn La Cienega~2 Beds, 2 Baths~1~900~3,295~3,295~https://blackburnlacienega.wisemanresidential.com/floorplans/two-bedroom-two-bathroom---a~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Blackburn La Cienega~5 Beds, 5 Baths~1~1,733~5,995~5,995~https://blackburnlacienega.wisemanresidential.com/floorplans/five-bedroom-five-bathroom---a~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Hayworth Hyde~3 Beds, 3 Baths~2~~4,295~4,495~https://hayworthhyde.wisemanresidential.com/floorplans/three-bedroom-three-bathroom---b~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Croft Eleven~NONE~~~~~~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Croft Retreat~3 Beds, 3 Baths~2~~4,495~4,495~https://croftretreat.wisemanresidential.com/floorplans/three-bedroom-three-bathroom---a~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Hayworth Abbey~Studio, 1 Bath~1~400~1,700~1,700~https://hayworthabbey.wisemanresidential.com/floorplans/studio---plan-b~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Hayworth Abbey~3 Beds, 3 Baths~1~1,451~4,595~4,595~https://hayworthabbey.wisemanresidential.com/floorplans/three-bedroom-three-bathroom---c~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Hi Point Terrace~1 Bed, 1 Bath~1~522~2,995~2,995~https://hipointterrace.wisemanresidential.com/floorplans/eclipse~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Hi Point Terrace~2 Beds, 2 Baths~6~~3,895~3,695~https://hipointterrace.wisemanresidential.com/floorplans/comet~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Hi Point Terrace~2 Beds, 3 Baths~1~1,327~4,595~4,595~https://hipointterrace.wisemanresidential.com/floorplans/gemini~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Hi Point Terrace~3 Beds, 3 Baths~10~~4,295~4,295~https://hipointterrace.wisemanresidential.com/floorplans/atlas~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Hi Point Terrace~3 Beds, 4 Baths~2~~5,295~5,295~https://hipointterrace.wisemanresidential.com/floorplans/odyssey~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Kings on Third~3 Beds, 3 Baths~1~1,289~4,795~4,795~https://kingsonthird.wisemanresidential.com/floorplans/three-bedroom-three-bathroom---a~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Sherbourne Hall~3 Beds, 2.5 Baths~1~1,400~3,995~3,995~https://sherbournehall.wisemanresidential.com/floorplans/three-bedroom-two-half-bathroom---f~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Orlando on First~3 Beds, 3 Baths~1~1,450~4,595~4,595~https://orlandoonfirst.wisemanresidential.com/floorplans/three-bedroom-three-bathroom---f~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Orlando on Third~3 Beds, 3 Baths~1~~~~https://orlandoonthird.wisemanresidential.com/floorplans/three-bedroom-three-bathroom---g~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Sweetzer on Third~3 Beds, 2.5 Baths~2~~4,800~4,800~https://sweetzeronthird.wisemanresidential.com/floorplans/three-bedroom-two-half-bathroom---a~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Ogden Garden~Studio, 1 Bath~1~592~2,595~2,595~https://ogdengarden.wisemanresidential.com/floorplans/pear~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Ogden Garden~1 Bed, 1 Bath~10~~3,195~3,195~https://ogdengarden.wisemanresidential.com/floorplans/beech~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Ogden Garden~1 Bed, 1 Bath~1~617~2,995~2,995~https://ogdengarden.wisemanresidential.com/floorplans/bass~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Ogden Garden~2 Beds, 1 Bath~1~828~3,595~3,595~https://ogdengarden.wisemanresidential.com/floorplans/ash~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Rimini~3 Beds, 3 Baths~1~1,584~5,395~5,395~https://rimini.wisemanresidential.com/floorplans/three-bedroom-three-bathroom---a~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Sunset Rise~1 Bed, 1 Bath~1~643~2,495~~https://sunsetrise.wisemanresidential.com/floorplans/one-bedroom-one-bathroom---e~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Sunset Rise~2 Beds, 1 Bath~1~858~3,145~~https://sunsetrise.wisemanresidential.com/floorplans/two-bedroom-one-bathroom~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Edinburgh Courtyard~2 Beds, 2 Baths~3~~3,795~3,695~https://edinburghcourtyard.wisemanresidential.com/floorplans/two-bedroom-two-bathroom---b~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Edinburgh Courtyard~3 Beds, 3 Baths~1~1,419~4,595~4,595~https://edinburghcourtyard.wisemanresidential.com/floorplans/three-bedroom-three-bathroom---a~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Alfred Atlas~2 Beds, 2 Baths~1~~3,995~3,995~https://alfredatlas.wisemanresidential.com/floorplans/2-bedroom%2c-2-bathroom~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Formosa Fountain~3 Beds, 3 Baths~1~1,296~4,495~4,495~https://formosafountain.wisemanresidential.com/floorplans/three-bedroom-three-bathroom---b~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Gramercy Park~1 Bed, 1 Bath~3~~2,695~2,695~https://gramercypark.wisemanresidential.com/floorplans/one-bedroom-one-bathroom---a~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Cole Grove~2 Beds, 2 Baths~4~~3,395~3,395~https://colegrove.wisemanresidential.com/floorplans/two-bedroom-two-bathroom---a~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Cole Grove~3 Beds, 3 Baths~3~~4,000~4,000~https://colegrove.wisemanresidential.com/floorplans/three-bedroom-three-bathroom---g~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Waring Hudson~3 Beds, 3 Baths~1~1,377~4,095~4,095~https://waringhudson.wisemanresidential.com/floorplans/three-bedroom-three-bathroom---e~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Martel Flats~3 Beds, 3 Baths~2~~4,295~4,295~https://martelflats.wisemanresidential.com/floorplans/three-bedroom-three-bathroom---c~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Hawthorn at Poinsettia~3 Beds, 3 Baths~1~1,401~4,095~4,095~https://hawthornatpoinsettia.wisemanresidential.com/floorplans/three-bedroom-three-bathroom---d~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Wilcox Bea~3 Beds, 3 Baths~3~~4,218~4,195~https://wilcoxbea.wisemanresidential.com/floorplans/three-bedroom-three-bathroom---b~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Hudson Lux~2 Beds, 1 Bath~1~1,095~2,695~2,695~https://hudsonlux.wisemanresidential.com/floorplans/two-bedroom-one-bathroom~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Hudson Lux~3 Beds, 3 Baths~1~~3,995~3,995~https://hudsonlux.wisemanresidential.com/floorplans/three-bedroom-three-bathroom---a~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Poinsettia Sunset~3 Beds, 3 Baths~4~~4,195~4,195~https://poinsettiasunset.wisemanresidential.com/floorplans/three-bedroom-three-bathroom---c~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Motor Midway~2 Beds, 2 Baths~9~~3,695~3,395~https://motormidway.wisemanresidential.com/floorplans/dunn~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Motor Midway~3 Beds, 3 Baths~1~909~4,795~4,795~https://motormidway.wisemanresidential.com/floorplans/regent~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Wilcox Melrose~3 Beds, 3 Baths~4~~4,095~4,095~https://wilcoxmelrose.wisemanresidential.com/floorplans/three-bedroom-three-bathroom---a~Monday to Friday 9 AM to 5 PM · Saturday and Sunday closed
Broadway Glendale~2 Beds, 2 Baths~1~1,152~3,450~3,450~https://broadwayglendale.wisemanresidential.com/floorplans/two-bathroom-two-bedroom---c~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Broadway Glendale~2 Beds, 3 Baths~1~1,332~3,795~3,795~https://broadwayglendale.wisemanresidential.com/floorplans/two-bedroom-three-bathroom~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Motor Tides~2 Beds, 2 Baths~10~~4,225~4,225~https://motortides.wisemanresidential.com/floorplans/lighthouse~Monday to Friday 9:30 AM to 6:30 PM · Saturday to Sunday 11 AM to 4 PM
Motor Tides~3 Beds, 2 Baths~4~876~4,545~4,545~https://motortides.wisemanresidential.com/floorplans/coral~Monday to Friday 9:30 AM to 6:30 PM · Saturday to Sunday 11 AM to 4 PM
Penmar Superba~2 Beds, 1 Bath~1~~3,595~3,595~https://penmarsuperba.wisemanresidential.com/floorplans/two-bedroom-one-bathroom~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Venice Wave~2 Beds, 1 Bath~1~580~3,045~3,045~https://venicewave.wisemanresidential.com/floorplans/rosewood~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
Venice Wave~2 Beds, 2 Baths~2~~3,445~3,445~https://venicewave.wisemanresidential.com/floorplans/marco~Monday to Friday 9 AM to 5 PM · Saturday to Sunday 11 AM to 4 PM
